"99","i323-1-749","The State Archive of Uzbekistan","","Shahrisabz Waqf","","1780.017726","","waqf",""
"100","i323-1-1171","The State Archive of Uzbekistan","","Shahrisabz Waqf","","1811.065054","","waqf",""
"101","i323-1-1125","The State Archive of Uzbekistan","","Shahrisabz Waqf","","1831.439863","","waqf",""
"102","i323-1-581","The State Archive of Uzbekistan","","Shahrisabz Waqf","","1837.261237","","waqf",""
"103","i323-1-751","The State Archive of Uzbekistan","","Shahrisabz Waqf","","1848.903985","","waqf",""
"105","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","","","","","Sanad",""
"106","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","","","","","Sanad",""
"107","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","","","","","Sanad",""
"108","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","","","","","Sanad",""
"109","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","","","","","Zikriyyat",""
"110","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","Translation from Marathi, turning land over from father to son","","1858.606275","","Faysalnama",""
"111","i126-1-1953-1","The State Archive of Uzbekistan","","Petition about ruffians getting out of control in Karki","","","","Arza",""
"113","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","Preparation for Sanad for Urs Fatiha readings in Waluj","","","","Sanad",""
"114","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","Sanad for Urs Fatiha readings in Waluj","","","","Sanad",""
"115","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","Investigation of Sanad for Urs Fatiha readings in Waluj","","1854.725359","","Sanad",""
"116","i1-69-15","The State Archive of Uzbekistan","","List of books found in Kitab after 1870 conquest, written by Alexander Kun","","1871","Russian","Russian report",""
"117","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","Sanad for Burhan al-Din Rawza","","1822.707802","","Sanad",""
"118","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","","Sealed note (naql) from a maharaja regarding yomiyya for Burhan al-Din Rawza","1820.767344","","Sanad",""
"119","Sadarat Aliya, Aurangabad, Unmarked Basta 1","Telangana State Archives & Research Institute","","","Sealed note (naql) from a maharaja","1820.767344","","Sanad",""
"120","i126-1-528-1","The State Archive of Uzbekistan","","","","","","Tasadduq",""
"121","i126-1-528-3","The State Archive of Uzbekistan","","","Qazi Mulla Musa reporting on the punishment of the qazi of Parakent, as ordered by the governor of Baysun","","","Tasadduq",""
"122","Suba Farkhunda Bunyad Haydarabad 1-100 (pre-20th)","Telangana State Archives & Research Institute","","","","1831.439863","","",""
"124","Suba Farkhunda Bunyad Haydarabad 1-100 (pre-20th)","Telangana State Archives & Research Institute","","","","","","",""
"125","Suba Farkhunda Bunyad Haydarabad 1-100 (pre-20th)","Telangana State Archives & Research Institute","","","","1862.487191","","",""
"126","Suba Farkhunda Bunyad Haydarabad 1-100 (pre-20th)","Telangana State Archives & Research Institute","","","","1865.397878","","",""
"127","Suba Farkhunda Bunyad Haydarabad 1-100 (pre-20th)","Telangana State Archives & Research Institute","","","","1856.665817","","",""
"128","Suba Farkhunda Bunyad Haydarabad 1-100 (pre-20th)","Telangana State Archives & Research Institute","","","","1859.576504","","",""
"129","http://asiecentrale.revues.org/574#text",,"","Fihrist-i Kitabkhana-i Sadri Ziya","","","","librarycurriculumsecondary",""
"130","i126-1-1906-1","The State Archive of Uzbekistan","","Procurement of Quinine (کنه کنه) for the Dawlat’khāna","","1890.623832","","",""
"131","400-1-4458","Russian State Military-Historical Archive","","Ob ekonomicheskom polozhenii Bukharskogo khanstva","","1915","Russian","economicprimary",""
"132","400-1-4458","Russian State Military-Historical Archive","","Ezhegodnye raskhody Emira Bukhary","","1915","Russian","economicprimary","Expenses paid by the Political Agent for various projects in the protectorate."
"133","400-1-4458","Russian State Military-Historical Archive","","Об экономическом положении Бухарского ханства","","1915","Russian","economicprimary",""
"134","400-1-4725","Russian State Military-Historical Archive","","Сведения, извлеченные из объяснений Мирзы Якуб Хана, русского секретного агента о положении дел в Бухаре, 1863","","1863","Russian","Russian report",""
"135","400-1-3914","Russian State Military-Historical Archive","","","Letter from A. Samsonov to the Ministry of Foreign Affairs about the situation in Bukhara","1910","Russian","Russian report",""
"136","400-1-1015","Russian State Military-Historical Archive","","","Secret report on the deteriorating health of Amir Muzaffar, and Russian plans to ensure a successor","1885","Russian","Russian report",""
"137","400-1-1015","Russian State Military-Historical Archive","","","Military measures taken to guarantee Abd al-Ahad's succession to the throne","1885","Russian","Russian report",""
"138","400-1-3914","Russian State Military-Historical Archive","","","Report on affairs in the Emirate by Podpolkovnik Andreev","1910","Russian","Russian report",""
"139","400-1-3914","Russian State Military-Historical Archive","","","Local intelligence from a Bukharan agent of the Russian police","1910","Russian","Russian report",""
"140","400-1-1015","Russian State Military-Historical Archive","","","Telegram calling for intelligence throughout the Bukharan emirate","1885","Russian","",""
"141","400-1-1015","Russian State Military-Historical Archive","","","","1885","Russian","",""
"142","400-1-1271","Russian State Military-Historical Archive","","","Description of the Saint Ishaq of Makhsavat","1890","Russian","VostokovedenieRussian report",""
"143","400-1-1015","Russian State Military-Historical Archive","","","Reports on submission of outlying provinces, and in-fighting in the Manghit line","1885","Russian","archival_document",""
"144","400-1-2168","Russian State Military-Historical Archive","","","Petition from Bek-Quli-Bek (ibn Yakub Beg Kashgari) to the Russian Emperor for a stipend","1897","Russian","Petition",""
"145","400-1-1015","Russian State Military-Historical Archive","","","","1885","Russian","",""
"146","400-1-1015","Russian State Military-Historical Archive","","","Telegram from Bukhara about the death of Karategin governor, and dispatch of forces to stabilize the situation","1885","Russian","Telegram",""
"147","400-1-1015","Russian State Military-Historical Archive","","","A report on gift-exchange with Bukhara by Gov-Gen N. Rozenbakh","1888","Russian","Russian report",""
"148","400-1-3914","Russian State Military-Historical Archive","","","Report by Fenin, a captain studying Uzbek and Persian in Bukhara","1910","Russian","Russian report",""
"149","400-1-3914","Russian State Military-Historical Archive","","","Report by Aleksandr Talalaev, cavalry officer in southern Bukhara","1910","Russian","Russian report",""
"150","400-1-3914","Russian State Military-Historical Archive","","","Recommendation to reinstate Astanqul as head Zakatchi, and biography of Astanqul","","Russian","Russian report",""
"151","400-1-4000","Russian State Military-Historical Archive","","","Report by the Russian Political Agent on the Bukharan clergy","1911","Russian","Russian report",""
"152","400-1-3233","Russian State Military-Historical Archive","","","Report on cholera outbreaks (especially in Khorezm)","1904","Russian","Russian reportcholera",""
"153","400-1-3278","Russian State Military-Historical Archive","","Совещаний по вопросу о присоединении к России земел, входящих в состав Шугнанскаго бекства","","1905","Russian","Russian reportRussian meeting notes",""
"154","400-1-2168","Russian State Military-Historical Archive","","","","1898","Russian","Russian report",""
"155","400-1-2168","Russian State Military-Historical Archive","","","","1898","Russian","Russian report",""
"156","400-1-4000","Russian State Military-Historical Archive","","","Report on a confidential meeting with Alim Khan","1911","Russian","Russian report",""
"157","400-1-4000","Russian State Military-Historical Archive","","","Telegram on Emir's pardoning of Alam Ghiyas al-Din and Abd al-Raziq","1911","Russian","TelegramRussian report",""
"158","400-1-2168","Russian State Military-Historical Archive","","","Refusal of the Finance and War Ministries to finance Bek Quli Bek's stipend","1900","Russian","Russian report",""
"159","400-1-2168","Russian State Military-Historical Archive","","","Three personal letters from Von Kaufmann to Bek Quli Bek","1877","Russian","Russian letters",""
"160","400-1-1035","Russian State Military-Historical Archive","","","Report on necessity of pensioning heirs to Darwaz","1886","Russian","Russian report",""
"161","400-1-1035","Russian State Military-Historical Archive","","","Request for additional funding for rest of Darvaz Shah's family","1886","Russian","Russian report",""
"162","483-1-132","Russian State Military-Historical Archive","","","Intelligence report on Bukhara, with bazaar prices","1888","Russian","Russian report",""
"163","483-1-132","Russian State Military-Historical Archive","","","Intelligence reports about Bukhara and Afghanistan","1888","Russian","Russian report",""
"164","400-1-1473","Russian State Military-Historical Archive","","О включении Бухары и Хивы в таможенную черту и об устройстветаможенного надзора в Закаспийской области Ч.1","Report on Zakat and foreign trade in Bukhara, entry to the customs union","1892","Russian","Russian report",""
"165","400-1-1473","Russian State Military-Historical Archive","","О включении Бухары и Хивы в таможенную черту и об устройстветаможенного надзора в Закаспийской области Ч.1","Response of General of Zakaspiiskaia oblast on building the customs line","1892","Russian","Russian report","This is one of three separate delos on this topic."
"166","400-1-1473","Russian State Military-Historical Archive","","О включении Бухары и Хивы в таможенную черту и об устройстветаможенного надзора в Закаспийской области Ч.1","Meeting notes to 1892 multi-ministry discussion of customs frontier","","Russian","Russian meeting notes",""
"167","483-1-132","Russian State Military-Historical Archive","","","1888 intelligence reports on Bukhara and Afghanistan, cont.","1888","Russian","Russian report",""
"168","483-1-132","Russian State Military-Historical Archive","","","Political Agent's report on garrison-local relations in Karki","1888","Russian","Russian report",""
"169","483-1-132","Russian State Military-Historical Archive","","","1888 intelligence reports on Bukhara and Afghanistan, cont.","1888","Russian","Russian report",""
"170","483-1-132","Russian State Military-Historical Archive","","","Report by Samarkandskii Uezdnii Nachal'nik on an uprising in Baljuvan","","Russian","Russian report",""
"171","483-1-132","Russian State Military-Historical Archive","","","Brief report on a pretender rebel in Shugnan","1888","Russian","Russian report",""
"172","483-1-132","Russian State Military-Historical Archive","","","October 1888 intelligence reports on Bukhara and Afghanistan, cont.","1888","Russian","Russian report",""
"173","483-1-132","Russian State Military-Historical Archive","","","1888 intelligence reports on Bukhara and Afghanistan, cont.","1888","Russian","Russian report",""
"174","400-1-4654","Russian State Military-Historical Archive","","","Telegram from Shchepkin on the situation in Bukhara as of 22 April 1917","1917","Russian","",""
"175","400-1-4654","Russian State Military-Historical Archive","","","Telegram from Miller awaiting arrest requesting dismissal","1917","Russian","TelegramRussian report",""
"176","400-1-4654","Russian State Military-Historical Archive","","","Vivid telegram by Miller describing confrontation between Young Bukharans, the ulama, and the amir","1917","Russian","TelegramRussian report",""
"177","i126-1-1990-1","The State Archive of Uzbekistan","","Madrasa appointment petition","","","","",""
"178","i126-1-1903-1","The State Archive of Uzbekistan","","Ruler comes down with a fever; praying for his recovery.","","1891.594061","","",""
"179","i126-1-1904-2","The State Archive of Uzbekistan","","","Ordering residents of Yakkabagh to clean up the water.","","","primaryhealth",""
"180","i126-1-1897-1","The State Archive of Uzbekistan","","On Zakat collection during an illness outbreak","","","","",""
"181","i126-1-1897-3","The State Archive of Uzbekistan","","Fever and illness outbreak in Shahrisabz","","","","",""
"182","i126-1-1898-17","The State Archive of Uzbekistan","","Closing the Afghan border after reports of a plague (ta'un) outbreak in Qandahar.","","","","",""
"183","i126-1-1971-1","The State Archive of Uzbekistan","","","","","","",""
"184","R-2678","The State Archive of Uzbekistan","","Soobshcheniia o prepodavateliakh bukharskikh medrese (Chekhovich Fond)","","1940","Farsi","vostokovedeniemadrasa",""
"185","1936","The al-Beruni Institute of Oriental Studies of Uzbekistan","Muhammad Amin bin Nur Muhammad","Mazhar al-Ahwal","","","","",""
"186","i-126-1-1990-20","The State Archive of Uzbekistan","","","","","","",""
"187","i126-1-606-6","The State Archive of Uzbekistan","","","","","","",""
"188","i126-1-1730-2","The State Archive of Uzbekistan","","Fatwa","","","","",""
"189","",,"Francis Robinson","Darsi-i Nizamiyya curriculum (via Robinson)","","","","secondarycurriculum",""
"190","Fond 940 (Kun), no. 144","Rare Books Collection of the National Library of Russia","Kuhn","Kuhn Madrasa curriculum","","","Farsi","curriculum",""
"191","",,"Sayyid Muḥammad Nāṣir al-Bukhārī","Tuḥfa al-Zāʾirīn","Lithographed Bukhara pilgrimage guide.","1907.117725","Farsi","primarybukharapilgrimage","Note in Сокровищница восточных рукописей: Института востоковедения имени Абу Райхана Бируни Академии Наук Республики Узбекистан (UNESCO 2012, page 10): “A distinctive part of the [al-Biruni] collection features books published in India, Iran, Turkey and other countries, while the remaining pieces were published in Tashkent, Kokand, and other Central Asian cities. In this case, manuscript versions of some have either not survived or have not been found. Among them is a unique essay worth mentioning: ‘Tuhfat al-za’irin’ by Sayyid Muhammad Nasir al-Bukhari, son of the aforementioned Amir Muzaffar…” Mentioned also in Ron Sela’s “Historical Chronology of Central Asia” (i.e. 1906 version)."
"192","i126-1-1990-3","The State Archive of Uzbekistan","","","","","","",""
"1","1428/1","Institute of Language, Literature, Oriental and Written Heritage","Mīrzā Bābā bin Dāmullā Ṣafar Muḥammad Ḥiṣārī","Yāddāsht-hā","Literary memoir.","1878","Farsi","primaryautobiographymemoir",""
"2","294","Institute of Language, Literature, Oriental and Written Heritage","Qāẓī Jumʿa-qulī Khumūlī","Tarjuma-i Ḥāl-i Qāẓī Jumʿa-Qulī Khumūlī","","1837","","primaryautobiography",""
"3","",,"Garaeva","Murad Ramzi (1855-1934)","","1999","","secondary",""
"4","4",,"Muḥammad Ḥakīm Khān","Muntakhab al-Tawārīkh","","1842","Farsi","primarychronicleedited_editionkhoqandmanghits",""
"5","no. 615ar","Manuscripts and Rare Books section of Kazan State University","Shihāb al-Dīn Marjānī","Wafiyyat al-Aslāf wa Taḥiyyan al-Akhlāf","Marjani's biographical dictionary.","","Arabic","primarybiographical dictionary","From Alfrid: ""here is a description of another possible copy of the whole set of this work. I failed to get access to this.""وفيات الاسلاف و تحيات الاخلافماخذ كتاب:نشريه نسخه هاي خطي كتابخانه مركزي دانشگاه تهرانجلد10در صفحات:343تا343زبان كتاب:عربينام كتابخانه:كتابخانه آرشيو سميونوف در بنياد تاريخ فرهنگستان علوم تاجيكستان شهر:دوشنبهمولف:شهاب الدين بن بهاءالدين مرجاني دانشمند سده 13بخش بندي: جلد 2 سرگذشت دانشمندان از 633 تا 779 جلد 3 سرگذشت آنان از 779 تا 1080 جلد 4 از 1081 تا 1354 جلد 5 - از 1355 تا 1596 جلد ششم از 1597 تا 1688 جلد هفتم از 1662 - 1889 توضيخات در مورد چاپ نسخه: جلد 1 مقدمه كه در 1883 در قزان چاپ شده است همه اطلاعات: وفيات الاسلاف و تحيات الاخلاف . شهاب الدين بن بهاءالدين مرجاني دانشمند سده 13 ( 219 ) به عربي در ده جلد در تاريخ دانشمندان و اديبان اسلامي و آثار آنها جلد 1 مقدمه كه در 1883 در قزان چاپ شده است جلد 2 سرگذشت دانشمندان از 633 تا 779 جلد 3 سرگذشت آنان از 779 تا 1080 جلد 4 از 1081 تا 1354 جلد 5 - از 1355 تا 1596 جلد ششم از 1597 تا 1688 جلد هفتم از 1662 - 1889 نسخه آن بگفته آقاي طاهر جانف دانشمند تاتار و استاد عربي و فارسي دانشگاه لنينگراد در دانشگاه قازان هست. اين يادداشت را من در روز 25 اوت 1972 برابر با 3 شهريور 1351 در شهر لنينگراد از گفته ايشان كرده ام و از اين دانشمند مسلمان بسيار سپاسگزارم ."
"6","483","Institute of Language, Literature, Oriental and Written Heritage","Qārī Raḥmatallāh ibn ʿĀshūr Muḥammad al-Bukhārī Wāżiḥ","Tuḥfat al-Aḥbāb fī Taẕkirat al-Aṣḥāb","Earliest of the major late Bukharan poetical tazkirat.","1870","Farsi","primarybiographical dictionarymanuscriptpoets",""
"7","",,"Ayni","Yāddāsht-hā","","","Farsi","primaryautobiographymemoirtajik",""
"8","",,"Dihkhudā","Dehkhoda (Lughat Nāmah)","","","Farsi","secondarylexicon",""
"9","655","National Library of Tajikistan","Abū Ṭāhir Khwājah","Samarīya","Samarqand pilgrimage guide.","","Farsi","primarypilgrimagesamarkand","Recorded on graph paper in what is presumably a Russian-manufacture notebook."
"10","64","The al-Beruni Institute of Oriental Studies of Uzbekistan","ʿAbdallāh Khwājah ʿAbdī","Taẕkirat al-Shuʿarā-i ʿAbdī","","1904","","primarybiographical dictionarysecondarypoets",""
"11","",,"Sharīf Jān Makhdūm Ṣadr-i Żīyāʾ","Taẕkār-i Ashʿār","","1907","","primarybiographical dictionary",""
"12","",,"Amir Muzaffar","Mubāraknāmijāt-i Amīr Muẓaffar biqāżī Muḥī al-Dīn","","","","primaryqazi document",""
"13","2193XIII","The al-Beruni Institute of Oriental Studies of Uzbekistan","Sharīf Jān Makhdūm Ṣadr Żīyā","Ẕikr-i Asāmī-yi Madāris-i Dākhila-ʾi Bukhārā-i Sharīf","","","Farsi","primarybiographical dictionarymadrasa",""
"14","1304/III","The al-Beruni Institute of Oriental Studies of Uzbekistan","Sharīf Jān Makhdūm Ṣadr-i Żīyāʾ","Taẕkirat al-Khaṭṭāṭīn","","1936","","primarybiographical dictionarycalligraphers",""
"15","1304/IV","The al-Beruni Institute of Oriental Studies of Uzbekistan","Sharīf Jān Makhdūm Ṣadr Żiyāʾ","Tarjuma-i Aḥwāl-i Qāżī ʿAbd al-Shakūr","","","","primaryautobiography",""
"16","2260","The al-Beruni Institute of Oriental Studies of Uzbekistan","Qāżī ʿAbd al-Wāḥid Ṣadr Ṣarīr Balkhī","Jung-i ʿAbd al-Wāḥid Ṣadr Ṣarīr Balkhī","","","","manuscriptjung",""
"17","5255/XVIII","The al-Beruni Institute of Oriental Studies of Uzbekistan","Qāżī Hādī Khwājah","Safarnāmah-i Qāżī Hādī Khwājah az Bukhārā bah Irān","","","","primarytravelnadir_shah",""
"18","1304-II","The al-Beruni Institute of Oriental Studies of Uzbekistan","Sharīf Jān Makhdūm Ṣadr-i Żīyāʾ","Nawādir-i Żiyāʾīya","","","","primarychronicle",""
"19","",,"Mīr Sayyid Qamar Sudūr","Personal Archive of Qazi Mir Sayyid Qamar (al-Biruni 1286)","","","","",""
"20","",,"Muhammad Maẓhar Mujaddidī","Manāqib al-Ahmadiyyah va Maqāmāt al-Saʿīdiyyah","","1864","","primarybiographical dictionary",""
"21","",,"Qāẓī Jumʿa-Qulī Khamūlī","Tārīkh-i Khumūlī ","","","","",""
"22","",,"Abū Naʿīm bin Khalīfah Nīāzqulī","Jung-i Abū Naʿīm bin Khalīfah Nīāzqulī Turkmān","","1862.487191","","primaryqazi document",""
"23","",,"Ḥājjī Niʿmatallāh Muḥtaram","Taẕkirat al-Shuʿarā-i Muḥtaram","","1908","","primarybiographical dictionarymanuscript",""
"24","",,"","Jung-i Rivāyāt i Maḥżarā (al-Biruni 2719)","","","","qazi document",""
"25","",,"Sirāj al-Dīn Bukhārī","Tuḥfah-i Ahl-i Bukhārā","","","","primaryautobiographytravel",""
"26","2728","The al-Beruni Institute of Oriental Studies of Uzbekistan","Sayyid Mīr Ṣadīq Tūrah Ḥashmat","Taẕkirat al-Shuʿarāʾ-i Ḥishmat","","","","primarybiographical dictionarymanuscriptpoets",""
"27","",,"","Jung-i Farāʾiż va Masāḥat va Rivāyāt (al-Biruni 9749)","","","","primaryqazi document",""
"28","",,"Ḥājī ʿAbd al-ʿAẕīm Sharʿī","Taẕkirat al-Shuʿarā-i ʿAbd al-ʿAẕīm Sharʿī","","","","primarybiographical dictionary",""
"29","2303","The al-Beruni Institute of Oriental Studies of Uzbekistan","Afżāl Pīrmastī al-Harawī","Afżāl al-Taẕkār fi Ẕikr al-Shuʿarāʾ wa al-Ashʿār","","","","primarybiographical dictionarymanuscriptpoets",""
"30","79/XII","The al-Beruni Institute of Oriental Studies of Uzbekistan","Mīr Muḥammad Siddīq","Untitled biography of Muḥammad ʿAṭāʾallāh Khwāja (catalogued as ""Zhizneopisanie Bukharskogo Uchionnogo Sheikha"")","","","Farsi","primarysufimanaqib",""
"31","1304/IV","The al-Beruni Institute of Oriental Studies of Uzbekistan","Sharīf Jān Makhdūm Ṣadr-i Żīyāʾ","Ẕikr-i Chand Nafar-i ʿUlamāʾ-i Mutabbaḥir-i Nāmdār","","","","primarymemoir",""
"32","",,"Muhammad Ṭāhir bin Muḥammad Ṭayyib Khwārazmī","Taẕkirah-i Ṭāhir Īshān (aka Silsilah-i Khwājagān-i Naqshbandiyyah) (al-Biruni 856/I)","","1744.119253","","primarybiographical dictionary",""
"33","",,"","Bukhārā-yi Sharīf (newspaper)","","1912","","primarynewspaper",""
"34","",,"","Tūrān (newspaper)","","1912","","primarynewspaper",""
"35","",,"Bakhtiar Babadzhanov","On the History of the Naqshbandiya Mujaddidiya in Central Mawara'nnahr in the Late 18th and Early 19th Centuries","","1998","","secondary",""
"36","",,"Maev","Ocherki Bukharskago khanstva","","1875","","travelprimary",""
"38","",,"Anke von Kügelgen","Rastsvet Nakshbandiia-Mudzhaddidiia v Srednei Transoksanii s XVIII - Do Nachala XIX Vv.","","2001","","secondary",""
"39","",,"Allen J. Frank","Bukhara and the Muslims of Russia: Sufism, Education, and the Paradox of Islamic Prestige","","","","secondary",""
"40","854","The Oriental Department of the Scientific Library of St. Petersburg State University","Mīr Musayyab Bukhārī","Kitāb-i Maqāmāt-i Mashāʾikh","Major 19th century hagiography and manaqib, across multiple lineages.","","Farsi","primarybiographical dictionarysufimanuscript","Russian translation of title: Книга о Степенях Духовного Совершенства Шейхов.Contents:-	Lineage of Ataallah: 6a-8b.-	Transmission of حرقة from the Prophet to Ataallah; in practice details numerous shaykhs and scholars, from long ago to more recent times (major section): 9b-165b.-	Short section entitled مبدأ about Muhammad Sharif's connections to the Naqshbandiyya, the Yasaviyya / Sultaniyya, and the Kubraviyya: 166a-167a.-	Biographies of Naqshbandi shaykhs, starting with Baha al-Din Naqshband himself (d. 1389) and going up to Niaz Muhammad Chuqmaki (d. 1779): 166a-434a.-	Biographies of the Yasavi shaykhs, beginning with Ahmad Yasavi (d. 1167) and going through Azizana Mavlana Usman at the end of the 18th century. No heading.: 438b-546b.-	Biographies of the Kubravi shaykhs, starting with Najm al-Din Kubra (d. 1221) and going through Akmal al-Din Muhammad Kamila al-Badakhshi (d. 1719). Unfinished, no heading: 548a-584b.-	Biographies of the Suhravardi shaykhs, starting with Shihab al-Din Suhravardi (d. 1234) and ending with Akhund Muhammad Tayyib (d. 1638). No heading.: 585a-598a.-	Biographies of the Chisti saints, beginning with Khwadjah Mu'in al-Din Chishti (d. 1235) and ending with Muhammad Murad (d. 1719). No heading.: 602a-618a.-	Biographies of the Ishqiyya Shatariyya (فصل دویم در ذکر مشایخ سلسله عشقیه شطاریه) beginning with Abdallah Shattar (d. 1485) and ending with Burhan al-Din Burhanpuri (d. 1673): 623b-628b.-	Biographies of the Dahbidi shaykhs, beginning with Musa Khwadjah Dahbidi and ending with Abd al-Sattar Makhdum (d. 1860): 629a-676a.-	Biographies of Hadi Khwajah's descendants:-	Detailed biography of Ataallah: 676b-718b.-	Biography of Rahmatallah: 724b-762a.-	Biography of Muhammad Sharif Khwajah: 763b-893a."
"41","Khanykov 53","Rare Books Collection of the National Library of Russia","ʿAbd al-Ghafūr Turkistānī","Bayān-i Dāstān-i Sarguzasht-i ʿAbd al-Ghafūr Turkistānī","Adventures of a teenage traveler.","1854.725359","FarsiTajik","primaryautobiographytravel",""
"42","P.n.s. 200","Rare Books Collection of the National Library of Russia","Abū al-Barakāt al-mulaqqab bi-Pādishāh ʿAzīz Khwāja Mirghānī Riżawī","Manāqib wa Maqāmāt-i Sayyid Muḥammad ʿAṭāʾallāh Shaykh al-Islām","Ata'allah Khwaja hagiography (manaqib)","1842.112382","","primarysufimanuscriptmanaqib",""
"43","",,"ʿAbd al-ʿAẓīm Muḥammad Sāmī","Mirʾāt al-Khayāl","","","","primarybiographical dictionary",""
"44","661","Institute of Oriental Manuscripts of the Russian Academy of Sciences","Mīr Salmān Samarqandī","Tafsīl wa Bayān-i Dawlat-i Jamāʿat-i Manghit az Zamān-i Raḥīm Khān","","1868","Farsi","primarychroniclemanghitsautograph","Manuscript collected by Kuhn in 1890."
"45","C 1934","Institute of Oriental Manuscripts of the Russian Academy of Sciences","Muḥammad Yaʿqūb ibn Amīr Dāniyāl Biy","Risāla-i Muḥammad Yaʿqūb Bukhārī","","1830","Russian","primarychroniclemanghits",""
