"455","Ab-i GarmОби-гарм","Ab-i Garm"
"456","KhandХанд",""
"457","Kerki (town / tuman)",""
"458","Qizil-ayakКызыл-аяк",""
"800","Tash-rabat",""
"801","KhalachХалач",""
"802","Khwaja JambazХоджа-Джамбаз",""
"803","ChimkentShymkent","Chimkent"
"804","Chirchik",""
"806","Russian Fortification in Katta-Kurgan",""
"807","Petro-Aleksandrovsk",""
"808","Khalata Fortress",""
"809","Ughlan Gates",""
"810","Main Barracks of Bukhara (Ughlan)",""
"513","Mazar",""
"514","Caravanserai of Cho Melik",""
"515","Mir",""
"517","Qasim bin Abbas",""
"518","Ulug Beg observatory",""
"519","Registan of Samarqand",""
"520","Zerefshan",""
"522","Dahbid Khanaqah",""
"523","Robati Hauz",""
"525","Karshi kurganchte",""
"526","Qarshi Qalandarkhana",""
"527","Fayzabad (near Qarshi)",""
"528","Fayzabad Cistern",""
"529","Kerki caravanserai",""
"530","Mazar-i Sharif (Kerki)",""
"531","AkkaleAq Qala",""
"532","Maymana Tekke",""
"533","Maymana (Province)",""
"534","Tchitchektoo",""
"535","Fehmguzar",""
"536","Kale Veli",""
"537","Kale NoQala-i Naw",""
"538","Alvar",""
"539","Kerrukh",""
"838","Qajar Iran",""
"839","Gilan",""
"840","Astarabad Province",""
"841","GazГязь",""
"842","Moskovskii Torgovyi c Aziiu Dom Russian Merchant Saray",""
"843","MazchonМазчон",""
"844","Zaravshan Valley",""
"845","Shirbudun",""
"846","Dilkusha Palace",""
"847","Petropavlovsk FortressPetropavl","Petropavlovsk"
"848","Pish Agar",""
"849","Zamin",""
"850","DuwabaДуваба",""
"851","ShawdarShāwdār",""
"546","Turpak Kala",""
"547","Maktably",""
"548","East Pamirs",""
"549","Bukhara Synogogue",""
"550","Qarshi synogogue",""
"551","Kerkinjuk",""
"554","Shahr-i-Rud",""
"555","Maidan-i-Labihavs-i-Divambegi",""
"556","Darai",""
"557","Khodsha Mugammed-i-Piran",""
"558","Timtshe Chai Furutshi",""
"559","Rhasta Sergeran",""
"866","Baraqkhan",""
"867","Hast Imam Tomb Complex",""
"868","Hazrati Yuvoshbob",""
"869","Qaffoli Shoshiy",""
"870","Khwaja Ahmad Yasawi",""
"871","KarmakchiZhosaly",""
"872","Korkyt-Ata",""
"873","Syr-Darya Valley",""
"874","Kashgar OasisKashgar Province",""
"875","Shaykh Rangrez (Microregion)",""
"876","Shaykh Rangrez Shrine",""
"877","Muhammad Qasim (Guzar)",""
"878","Pochcho-Khwaja (Guzar)",""
"562","Abi Garm",""
"563","Abi Dushanbe",""
"564","Ab Kanda",""
"565","Avaz Cai",""
"566","Aq Qurghan",""
"567","Alim Tai",""
"568","Altun Cai",""
"569","Atraf-i Qurghan-i Karki",""
"570","Atraf-I Qurghancha-ii Lab-I Ab",""
"571","Afghanbagh",""
"573","Khodsha Yandy",""
"574","Kaplan",""
"575","Quyi Hauli",""
"577","Kari",""
"578","Tak-i-Abdullah-Khan",""
"579","Qarshi hammam",""
"581","Meshit-i-Ark",""
"582","Namas-i-Djuma",""
"583","Registan of Qarshi",""
"584","Meshit Namas-i-Djuma",""
"585","Madrasa-i-Charibai",""
"586","Ko-Gumbed",""
"587","Saray-i-Ali",""
"588","Kishlak of Khodsha Mubarek",""
"589","Maimanak",""
"590","Kishlak of Kiptshak",""
"591","Kishlak of Ashuk Sardabe",""
"592","Kakir Sardabe",""
"908","Kuy-yi Murgh-Kush (Guzar)",""
"909","Mirza Biy (Guzar)",""
"910","Alwanj (Guzar)",""
"911","Mahalla-i Kuhna (Guzar)",""
"913","Khwaja Halim (Guzar)",""
"600","Mazar of Said-Khona",""
"601","Abd al-Jafar-Khojoi",""
"602","Khwaja Parsa",""
"603","Mazar of Sabatbaf",""
"918","Islam (Guzar)",""
"919","Araban (Guzar)",""
"920","Turk-i Jandi (Microregion)",""
"921","Qutluq (Guzar)",""
"922","Shaykh Shah (Guzar)",""
"923","Mulla Khaki Rah (Guzar)PanabihaLay-Khurakan",""
"924","Pustinduzan (Guzar) in Turki-Jandi",""
"925","Barakiyan (Guzar)",""
"927","Ab-i Rawan (Guzar)",""
"928","Turk-i Jandi (Guzar)Ta-i  Pushta",""
"929","Mahalla-i Naw (Guzar)",""
"930","Mahalla-i Amir Abad (Guzar)",""
"931","Gharibiya (Guzar)",""
"932","Sarakhsiyan (Guzar)",""
"933","Sahib-zada (Guzar)",""
"934","Talipach Gate",""
"935","Samarqand Gate",""
"936","Ibrat Festival Ground",""
"937","Shahrikhan",""
"938","Shirgiran Gate",""
"939","Mazar-i Sharif Gate",""
"940","Qarshi GateDarwaza-i Qawala",""
"941","Sallakh-khana Gate",""
"942","Namazhgah Gate",""
"943","Tash Qurghan (Xinjiang)","Tash Qurghan"
"944","Turbat-i HaydariyyaTorbat-e HeydariehТурбети-ХейдариTurbat-i Ishaq Khan","Turbat-i Haydariyya"
"945","Russian Consulate of Turbat-i Haydariyya",""
"946","Bahar (City)","Bahar"
"947","Bahar (Province)",""
"948","Araban MosqueAbdallah Safid Mun ""Hazrat Ustaz""",""
"949","ShemsabadShamsabad","Shamsabad"
"950","Russian Consulate in MashhadRossiiskogo General'nogo Konsul'stva v Khorosane",""
"951","Gur'evAtyrau","Gur'ev"
"952","Ural'skOralYaitsk","Ural'sk"
"953","Orsk","Orsk"
"954","Troitsk","Troitsk"
"955","PavlodarKoryakovsky","Pavlodar"
"956","Semipalatinsk","Semipalatinsk"
"957","Fort AleksandrovskiiFort-Shevchenko",""
"958","IliGhuljaQuljaYining","Ghulja"
"959","Abadan","Abadan"
"604","Tomb of Khwaja Bulgar",""
"606","Eshoni Pir Mazar",""
"608","Khwaja Karima",""
"609","Whaja Khalimudda Mazar",""
"610","Mir Mas'ud Madrasa",""
"611","Barakiyan caravanserai",""
"612","Sih Su madrasa",""
"967","Juybar (Microregion)",""
"968","Urganjiyan (Guzar)Chakari",""
"969","Pakhta Bafi (Guzar)",""
"970","Khanaqah (Guzar)",""
"971","Pista-shikanan (Guzar)Kalta-khwaja",""
"972","Shah-Malik (Guzar)",""
"973","Chaqar (Guzar)",""
"974","Abdallah-Khwaja (Guzar)",""
"975","Shahr-i Naw (Guzar)",""
"976","Qazi Zahid (Guzar)",""
"977","Janafaron (Guzar)",""
"978","Dastarbandon (Guzar)",""
"979","Juyzar (Guzar)",""
"980","Charmgaran (Guzar)",""
"981","Chuqur-mahalla (Guzar)",""
"982","Ta-i Chahar Bagh (Guzar)",""
"983","Uzbak-Khwaja (Guzar)",""
"984","Waqf (Guzar)",""
"985","Hawz-i Baland (Guzar)",""
"986","Tombs of the Manghit Amirs",""
"987","Sayf al-Din Bakharzi",""
"988","Chashma Ayyub (Microregion)",""
"989","Hajji Darugha (Guzar)",""
"990","Nadir Qurchi (Guzar)",""
"991","Khwaja Ghunjari (Guzar)",""
"992","Shisha Khana (Guzar)",""
"993","Sarwana (Guzar)",""
"6000","Qul Muhammad Hajji (Guzar)Hawz-i Chubin",""
"6001","Durman (Guzar)",""
"6002","Qalmaq (Guzar)Qalmaqan",""
"6003","Aq Masjid (Guzar)",""
"6005","Qabul-ata (Guzar)",""
"6006","Ahmad Darugha (Guzar)",""
"6007","Masjid-i Kunjak (Guzar)",""
"6008","Bahadur-Biy (Guzar)",""
"6009","Isma'il Samani Mausoleum",""
"6010","Mudda'a (Guzar)",""
"6011","Lang-i Arab (Guzar)",""
"6013","Zinda Fil Ahmad-i Jami(Guzar)Zindafil",""
"6014","Dewar-i Pakhsa (Guzar)",""
"6015","Takiyya (Guzar)",""
"6016","Tashqurghan (Xinjiang) Russian Military Outpost",""
"6017","Kashgar Russian Consulate",""
"6018","Kargalyk",""
"6019","AyagozAyaguzSergiopol",""
"6020","KopalQapal",""
"6021","ToqmoqTokmok",""
"6022","PishpekBishkekFrunze","Pishpek (Bishkek)"
"6023","MerkeMerki",""
"6024","Awliya-AtaTarazTeraz","Awliya-Ata (Taraz)"
"6025","KazalinskKazaly",""
"6026","ChuguchakTarbaghatayTacheng",""
"6027","KrasnovodskTurkmenbashi","Krasnovodsk"
"6028","Ili Province",""
"6029","Turkistan (southern steppe region)Middle Syr-Darya Valley",""
"6030","Burdalyk",""
"6031","Kabakhly",""
"6032","Yarty-tepe",""
"6033","Mir-shadi",""
"6035","Russian Garrison at New Charjuy",""
"6036","Russian Garrison in Kerki",""
"6038","Registan (Bukhara Microregion)",""
"6039","Muhammad-payk (Guzar)",""
"6040","Darwaza-i Ughlan (Guzar)Chahar Baqqali Ughlan",""
"6041","Kharratan (Guzar)",""
"6042","Qazi Fayzi (Guzar)",""
"6043","Shikasta Bandan (Guzar)",""
"6044","Tabiban (Guzar)",""
"6045","Mir-jan Ali (Guzar)",""
"6046","Urusan (Guzar)",""
"6047","Ruhi (Guzar)Usta RuhiGuzar-i Jami' Masjid",""
"6048","Pista Shikanan (Guzar)",""
"6049","Kafar-rabat (Guzar)",""
"6050","Khasa-pulad (Guzar)",""
"6051","Qazi Mir-Hashim (Guzar)Sagutarashan",""
"6052","Mirza Ghafur (Guzar)Tah-i ArkHafiz-Changi",""
"6053","Mihtar Shah-bek (Guzar)",""
"6054","Khwaja Rafi' (Guzar)",""
"6055","Walida-i Khan Shahid (Guzar)",""
"6056","Paykan (Guzar)",""
"6057","Qirghiz Ayim (Guzar)",""
"6058","Qarchigi (Guzar)",""
"6059","Nazarcha (Guzar)",""
"6060","Mar-kush (Guzar)",""
"6061","Sabungaran (Guzar)Inayat Khwaja (Guzar)",""
"6062","Akhta-chi (Guzar)",""
"6063","Khwaja Asp-gardan (Guzar)",""
"6064","Abdallah Qushbegi (Guzar)",""
"6065","Shaykh Jalal Gate",""
"6066","Posol'skii Dom v BukhareRussian Embassy in Bukhara",""
"6067","Murda-shuyan (Microregion)",""
"6068","Pustin-duzan (Guzar) in Murda-shuyan",""
"6069","Murda-shuyan (Guzar)",""
"6070","Mir Qara-cha (Guzar)",""
"6071","Arrok-i misgari (Guzar)",""
"6072","Hazrat-i Khizr (Guzar)",""
"6073","Hawz-i Lesak (Guzar)",""
"6074","Kuy-i Khanaqah (Guzar)",""
"6075","Musliman-enaga (Guzar)",""
"6076","Masjid-i Besutun (Guzar)",""
"6077","Muhammad Yar Ataliq (Guzar)Ataliq (Guzar""",""
"6078","Sufiyan (Microregion)",""
"6079","Lab-i Hawz-i Arbab (Guzar)",""
"6080","Khwaja Ubani (Guzar)Khwaja Ghariban",""
"6081","Miyankaliyan (Guzar)",""
"6082","Zabbiyan (Guzar)",""
"6083","Kuy-yi Darakht Guzar)",""
"6085","Gawkushan (Microregion)",""
"6086","Guzar-i Hay (Guzar)",""
"6087","Mirza Haydar-i Payan (Guzar)",""
"6088","Maghak-i Kurpa (Guzar)",""
"6089","Mirza Quli (Guzar)",""
"6090","Hamam Kunjaki (Guzar)",""
"6091","Siddiqiyan (Guzar)",""
"6093","Zangula-sazi (Guzar)Sih  Suq-i Akhund-i Kalan",""
"6094","Tagbandbafan (Guzar)",""
"6095","Shahristan (Microregion)",""
"6096","Degrezi (Guzar)",""
"6097","Zabuda (Guzar)",""
"6098","Muyi Taban (Guzar)Mah-i Taban",""
"6099","Maghak-i Attari (Guzar)",""
"6100","Mir Ibrahim (Guzar)Sar-i Bazar-i Kal-i Farhad",""
"6101","Mirza Jan (Guzar)",""
"6102","Chah-i Zanjir (Guzar)",""
"6103","Tup-khana (Guzar)",""
"6104","Ra'd-zada (Guzar)",""
"6105","Khwaja Nizam al-Din Payan (Guzar)Halal-khuran",""
"6106","Khwaja Nizam al-Din Bala (Guzar)",""
"6107","Iskandar-khan (Microregion)",""
"6108","Araban in Iskandar-khan (Guzar)Tah-i ZindanQuchqar-qurchi",""
"6109","Hajji Rafi' (Guzar)",""
"6110","Khwaja Gha'ib (Guzar)",""
"6111","Jan-Qubad (Guzar)",""
"6112","Chahar-shanba Qazaq (Guzar)",""
"6113","Istemur (Guzar)Atlamish (Guzar)",""
"6114","Iskandar-khan (Guzar)",""
"6115","Bazar-i Chub (Guzar)",""
"6116","Qataghan (Guzar)",""
"6117","Burya-bafan (Guzar)",""
"6118","Zihtabi Guzar)Rawghangaran in Iskandarkhan",""
"6119","Shah Akhsi (Guzar)",""
"6120","Chub-baz (Guzar)",""
"6121","Kar-khana (Guzar)Nurabad (Guzar)",""
"6122","Kalabad (Microregion)",""
"6123","Mikh-cha-garan (Guzar)",""
"6124","Muhammad Pistak (Guzar)",""
"6125","Oy-binaq (Guzar)",""
"6126","Sa'dakan (Guzar)",""
"6127","Pes-khana (Guzar)",""
"6128","Kucha-bagh (Guzar)",""
"6129","Imam Qazi-khan (Guzar)",""
"6130","Qazi Nur al-Din (Guzar)",""
"6131","Imam Muhammad Ghazali (Guzar)Mirza Jan QassabBazar-i Naw",""
"6132","Imam GateMazar Gate",""
"6133","Tuqay-Timurid DynastyAstrakhanids",""
"6134","Chihil Dukhtaran",""
"6135","Ghaziyan-i Khurd",""
"6136","Giriban-chakMirza Badi'",""
"6137","Kuban Cossack Barracks (Bukhara)",""
"6138","Masjid-i Baland",""
"6139","Cemetery of Imam Imla",""
"6140","Chashma Ayyub Cemetery",""
"6141","Cemetery of Khwajah Sasaran",""
"6142","Cemetery of Khwajah Nurabad",""
"6143","Aq Mazar Cemetery",""
"6144","Cemetery of Khalifa Husayn",""
"6145","Cemetery of Khwaja Bulgar",""
"6146","Taq-i Zargaran",""
"6147","Taq-i Tilpak-furushan",""
"6148","Maghak-i Kurpa",""
"6149","Tīm-i Abdallāh Khan (Domed Trade Arcade)",""
"6150","Taq-i Sarrafan",""
"6151","Mazar-i Khwaja Ka'ban Abid",""
"6152","Mazar-i Shams al-Din Mahbubi",""
"6153","Mazarat-i Shar'-abad",""
"6154","Khwaja Ghanjari",""
"6155","Abu Hafs-i Kabir",""
"6156","Fayzabad Khanaqah",""
"6157","Mazar-i Imam Bakr Fazil",""
"6158","Mazar-i Salar-i Hajj",""
"6159","Khwaja ChaharshanbaTal-i Hawz-i Miqdam",""
"6160","Mirakan-i NawSadr al-Din Khanaqah",""
"6161","Hospital (southwest old Bukhara)",""
"6162","Hamadani Shrine",""
"6163","QongratKungrad","Qongrat"
"6164","Baqïrghan",""
"6165","Hakim Ata and Sayyid Ata Tomb",""
"6166","Zangi Ata shrine complex",""
"6167","Hadi Khwaja Tomb",""
"6168","Langar-ataKatta Langar",""
"6169","Langar",""
"6172","Tomb of Yusuf Hamadani (Legendary)",""
"6174","Tomb of Imam Sha'bi",""
"6175","Tall-i Imam Bakr Hamid",""
"6176","Tomb of Khwaja Abdallah Barqi",""
"6177","Tall-i Imam Bakr Tarkhan",""
"6178","Tomb of Dihqan-i Sughdi",""
"6179","Mashhad-i Sufiyan",""
"6180","Tall-i Khwaja Abu Hafas Kabir",""
"6181","Tomb of Abu Hafas Kabir",""
"6182","Tomb of Uban bin Uthman",""
"6183","Mazarat-i A'ima-i Saffariyya",""
"6184","Tomb of Khawand Sadr al-Sharia",""
"6185","Maqbara-i A'ima-i Isma'il",""
"6186","Maqbara-i Satajiyya",""
"6187","Khwaja Alam na-rasan",""
"6188","Golconda",""
"6189","Charminar (Hyderabad)",""
"6190","Mecca Masjid",""
"6191","British Residency in Hyderabad",""
"6192","FarhorFarkhar",""
"6193","Northern Sarkars",""
"6194","MasulipatnamMachilipatnam",""
"6195","East India Company",""
"6196","Rajamahendri",""
"6197","Ellur",""
"6198","Chicakol",""
"6199","Bijapur Province",""
"6200","Bombay Presidency",""
"6201","PoonaPune",""
"6202","Deccan",""
"6203","Ellichpoor",""
"6204","Kurnool",""
"6205","Madras Presidency",""
"6206","Sattara",""
"6207","AkulkoteAkkalkot",""
"6208","HingoleeHingoli",""
"6209","Gulbarga (Suba)HasanabadKalaburagi",""
"6210","Bidar (Subah)Zafarabad",""
"6211","Warangal (Suba)",""
"6212","BarodaVadodara",""
"6213","Gujarat (Subah)",""
"6214","Nagpur",""
"6215","Karimnagar",""
"6216","Adilabad",""
"6217","MedakAdilabad",""
"6218","Nizam Abad",""
"6219","Mahbubnagar",""
"6220","Tallaganda",""
"6221","Beed",""
"6222","Nanded",""
"6223","Parbhani",""
"6224","Raichur",""
"6225","Osmanabad",""
"6227","Bhopal",""
"6228","Goa PortOld Goa",""
"6229","Portuguese Empire",""
"6230","CalicutKozhikode",""
"6231","TrivandrumThiruvananthapuram",""
"6232","Pondicherry",""
"6233","CuttackKatak",""
"6234","DhakaDacca",""
"6235","SimlaShimla",""
"6236","MadrasChennai",""
"6237","Nalgonda",""
"6239","Sironcha",""
"6240","Rajura",""
"6241","Lingasugur",""
"6242","KhojeyliKhoja-eli",""
"6243","Yuz Farghana Dynasty",""
"6244","Chahar Kuh",""
"6245","IsfaraAsbara",""
"6246","Kabakli",""
"6247","Buzachi Peninsula",""
"6248","Karagan",""
"6250","Charkh",""
"6251","Halghatū",""
"6252","Qala-ye Fatuh",""
"6253","Shohada-ye Salehin Cemetery",""
"6254","Kulābān Mosque",""
"6255","Inayat Khwaja Mosque",""
"6256","Awliyayi Gharib (Mosque)",""
"6257","Kamāngarān (mosque)",""
"6258","Shaikh Muslihiddin mosque and mazar complex",""
"6259","Jalalabad",""
"6260","Job's Shrine (Jalalabad)",""
"6261","Abu al-Qasim Madrasa",""
"6262","",""
"6263","MansuraBrahmanabad",""
"6264","DaybulDebal",""
"6265","SirafBandar Siraf","Siraf"
"6266","Bushehr Province",""
"6267","Bushehr",""
"6268","Surat",""
"6269","Kanauj",""
"6270","Mazar-i Sufi Chuyand",""
"6271","Maragha",""
"6272","Bāghcha-i Kalān",""
"6273","Qasba-i Kan-i Mikh",""
"6274","The Prophet's Mosque",""
"6275","Madrasa al-Sawlatiyah",""
